Claim_topic_id,Claim_text,Evidence_text,Label
Claims_Covid_B2.0_117,People with cancer suffer less severely if they catch Covid-19,"['Those at higher risk of serious symptoms from Covid-19 and flu include people with lung problems including asthma or chronic obstructive pulmonary disorder, people with heart disease, chronic kidney or liver disease, cancer, a weakened immune system or people who have had a stroke or those living with dementia.', 'These individuals may suffer more severely if they catch either flu or Covid-19', 'It found that if a person caught Covid after having had it before they were more likely to have issues with their lungs, heart, brain, blood, muscles and digestive system than if they never had the infection before.', 'Some of the medical conditions that increased patients’ susceptibility to COVID-19 included cardiovascular risk factors or disease, immunocompromised state, and cancers.', 'Many patients with hematological malignancies remain at an increased risk for COVID-19 due to the nature of their illness and/or current treatments. ', 'We saw almost 300% increase in cancer over the five-year average,', 'Those at higher risk of serious symptoms from Covid-19 and flu include people with lung problems including asthma or chronic obstructive pulmonary disorder, people with heart disease, chronic kidney or liver disease, cancer, a weakened immune system or people who have had a stroke or those living with dementia.', 'These individuals may suffer more severely if they catch either flu or Covid-19', 'It found that if a person caught Covid after having had it before they were more likely to have issues with their lungs, heart, brain, blood, muscles and digestive system than if they never had the infection before.', 'Some of the medical conditions that increased patients’ susceptibility to COVID-19 included cardiovascular risk factors or disease, immunocompromised state, and cancers.', 'Many patients with hematological malignancies remain at an increased risk for COVID-19 due to the nature of their illness and/or current treatments. ', 'We saw almost 300% increase in cancer over the five-year average,', 'Those at higher risk of serious symptoms from Covid-19 and flu include people with lung problems including asthma or chronic obstructive pulmonary disorder, people with heart disease, chronic kidney or liver disease, cancer, a weakened immune system or people who have had a stroke or those living with dementia.', 'These individuals may suffer more severely if they catch either flu or Covid-19', 'It found that if a person caught Covid after having had it before they were more likely to have issues with their lungs, heart, brain, blood, muscles and digestive system than if they never had the infection before.', 'Some of the medical conditions that increased patients’ susceptibility to COVID-19 included cardiovascular risk factors or disease, immunocompromised state, and cancers.', 'Many patients with hematological malignancies remain at an increased risk for COVID-19 due to the nature of their illness and/or current treatments. ', 'We saw almost 300% increase in cancer over the five-year average,', 'Those at higher risk of serious symptoms from Covid-19 and flu include people with lung problems including asthma or chronic obstructive pulmonary disorder, people with heart disease, chronic kidney or liver disease, cancer, a weakened immune system or people who have had a stroke or those living with dementia.', 'These individuals may suffer more severely if they catch either flu or Covid-19', 'It found that if a person caught Covid after having had it before they were more likely to have issues with their lungs, heart, brain, blood, muscles and digestive system than if they never had the infection before.', 'Some of the medical conditions that increased patients’ susceptibility to COVID-19 included cardiovascular risk factors or disease, immunocompromised state, and cancers.', 'Many patients with hematological malignancies remain at an increased risk for COVID-19 due to the nature of their illness and/or current treatments. ', 'We saw almost 300% increase in cancer over the five-year average,', 'Those at higher risk of serious symptoms from Covid-19 and flu include people with lung problems including asthma or chronic obstructive pulmonary disorder, people with heart disease, chronic kidney or liver disease, cancer, a weakened immune system or people who have had a stroke or those living with dementia.', 'These individuals may suffer more severely if they catch either flu or Covid-19', 'It found that if a person caught Covid after having had it before they were more likely to have issues with their lungs, heart, brain, blood, muscles and digestive system than if they never had the infection before.', 'Some of the medical conditions that increased patients’ susceptibility to COVID-19 included cardiovascular risk factors or disease, immunocompromised state, and cancers.', 'Many patients with hematological malignancies remain at an increased risk for COVID-19 due to the nature of their illness and/or current treatments. ', 'We saw almost 300% increase in cancer over the five-year average,', 'Those at higher risk of serious symptoms from Covid-19 and flu include people with lung problems including asthma or chronic obstructive pulmonary disorder, people with heart disease, chronic kidney or liver disease, cancer, a weakened immune system or people who have had a stroke or those living with dementia.', 'These individuals may suffer more severely if they catch either flu or Covid-19', 'It found that if a person caught Covid after having had it before they were more likely to have issues with their lungs, heart, brain, blood, muscles and digestive system than if they never had the infection before.', 'Some of the medical conditions that increased patients’ susceptibility to COVID-19 included cardiovascular risk factors or disease, immunocompromised state, and cancers.', 'Many patients with hematological malignancies remain at an increased risk for COVID-19 due to the nature of their illness and/or current treatments. ', 'We saw almost 300% increase in cancer over the five-year average,']",F
Claims_Covid_B2.0_118,Government will not buy AFC Agro Covid vaccine,"['AFC Agro Biotech has claimed that the government would buy two crore doses of the Covid-19 vaccine from the company but the health ministry said it has no such plan at this moment', ""AFC Agro Biotech also said it wrote to the prime minister and the health ministry to give their consent to the government to buy the vaccine. In view of this, consent has been given from the Prime Minister's Office"", 'we applied to the government last year. Yesterday we got the consent of the government.', 'The government does not want to buy the coronavirus vaccine', 'But we will not take any vaccine at this moment.', ""I would know if there were any decision to purchase vaccines. But I don't know anything about this.""]",T
Claims_Covid_B2.0_119,Covid hasn't taken a toll on aged care staff,"['Covid had taken a toll on aged care staff', 'aged care staff, who were still not being properly paid', 'Burnout and fatigue are ongoing concerns', 'Aged care workers carry the emotional burden of a higher number of deaths of residents', 'a fresh round of Covid will continue to place enormous pressure on aged care workers.', 'So these workers get a renewed Covid surge, so far no pay rise, understaffing at ridiculous levels – it’s been a tough year for them,']",F
Claims_Covid_B2.0_120,NBA refs suing NBA after being fired for receiving the covid vaccine,"['The NBA is being sued by three longtime refs who say they have been fired after selecting to not obtain the COVID-19 vaccine', 'In a complaint filed on Saturday, Kenny Mauer, Mark Ayotte, and Jason Phillips said the league improperly forced compliance with its “hygienic norms,” and wrongly concluded that their sincere religious objections fell short of its “high standard” against being vaccinated.', 'The referees added that even with the NBA rescinding the requirement for a COVID vaccine for the 2022-23 season, they have not been reinstated', 'I plan on voting for the NBA because I believe this is gonna get done', 'This question is for those of you who typically vote for the NBA', 'The lawsuit particularly accuses the NBA of violating federal civil rights legislation in addition to state and New York City human rights legal guidelines. It seeks front and back pay, punitive damages, and damages for reputational harm and for pain and suffering.']",F
Claims_Covid_B2.0_121,Diarrhoea is not a Covid-19 symptom,"['one in five people hit by the Covid-19 virus are showing symptoms of diarrhoea', 'people who have contracted the Delta or Omicron variant are experiencing the symptom if they have had two or three Covid vaccines', 'In the Alpha wave, nearly a third of adults aged over 35 (30 per cent) reported experiencing diarrhoea with Covid', 'one in five people (16 to 20 per cent) experiencing diarrhoea with either Delta or Omicron', 'We think COVID causes diarrhoea because the virus can invade cells in the gut and disrupt its normal function', 'said the test would also be useful for those people experiencing Long Covid symptoms']",F
Claims_Covid_B2.0_122,New Pfizer-BioNTech Covid Vaccine Is Less Effective Than The Original,"['Pfizer-BioNTech’s new bivalent Covid-19 vaccine—which targets the original strain and some Omicron subvariants—provides more protection against the virus and its omicron variants than its initial vaccine', 'A booster dose of the Omicron BA.4- and BA.5-adapted Covid-19 vaccine was 11 times more effective against the BA.4.6 subvariant, nearly seven times more effective against the BA.2.75.2 subvariant, nine times as effective against the BQ.1.1 subvariant and almost five times more effective against the XBB.1 subvariant than the original vaccine.', 'earlier data from Pfizer suggesting the new shot is 13 times more effective against the BA.4 and BA.5 subvariants', 'The bivalent vaccine, which is referred to by the FDA as an “updated” vaccine, is a combination of an original virus strain with a component of an omicron variant to combat all possible versions of the virus. P', 'In addition, the newer booster vaccines provide significant additional protection against infection in seniors when compared to the original vaccines alone, according to investigators with the Centers for Disease Control and Prevention.', 'the effectiveness of a newer, bivalent booster dose compared to monovalent boosters rose from 23% at two to three months after the recipient’s most recent monovalent dose to 43% at eight months after the most recent monovalent dose.']",F
Claims_Covid_B2.0_123,SK bioscience did not make a covid-19 vaccine,"['SK bioscience, a biotech affiliate of SK Group, said Wednesday that it has temporarily halted the production of SKY Covione, a COVID-19 vaccine', 'We have halted the production of the vaccine except for key ingredients needed to meet demands upon approval of international health agencies, a SK bioscience official said.', 'The SK affiliate sought to supply locally produced vaccines to the global market through the COVID-19 Vaccines Global Access (COVAX) initiative', 'The SK affiliate said the product will have a competitive edge in the global market, in need of a steady and stable supply of the key vaccine in the months to come.', 'SKY Covione was developed jointly by the SK affiliate and the Institute for Protein Design (IPD) under the University of Washington.', 'The government has yet to make any orders after it bought 610,000 doses, only a fraction of the 10 million doses it earlier said it would buy, according to the firm.']",F
Claims_Covid_B2.0_124,SKY Covione is not a COVID-19 vaccine,"['SK bioscience, a biotech affiliate of SK Group, said Wednesday that it has temporarily halted the production of SKY Covione, a COVID-19 vaccine', 'We have halted the production of the vaccine except for key ingredients needed to meet demands upon approval of international health agencies, a SK bioscience official said.', 'The SK affiliate sought to supply locally produced vaccines to the global market through the COVID-19 Vaccines Global Access (COVAX) initiative', 'The SK affiliate said the product will have a competitive edge in the global market, in need of a steady and stable supply of the key vaccine in the months to come.', 'SKY Covione was developed jointly by the SK affiliate and the Institute for Protein Design (IPD) under the University of Washington.', 'The government has yet to make any orders after it bought 610,000 doses, only a fraction of the 10 million doses it earlier said it would buy, according to the firm.']",F
Claims_Covid_B2.0_125,COVID-19 Vaccines do not affect Eczema Sufferers,"['Research shows that a few people with eczema may get a flare-up after getting a COVID-19 vaccine', 'Certain studies seem to indicate that a few adults with eczema may experience a flare-up or breakthrough symptoms after receiving the COVID-19 vaccine', 'It is possible, although rare, that breakthrough symptoms of eczema can occur in people who have the skin condition before receiving the COVID-19 vaccination.', 'researchers recorded cases of eczema flare-ups in adults who received a COVID-19 vaccine', 'The National Eczema Society acknowledged multiple reports of people’s worsening eczema symptoms after getting the COVID-19 vaccine.', 'the general eczema reactions to the vaccines appear to be manageable with medication, which is why it is important to consult your doctor if you think you’re experiencing a reaction.']",F
Claims_Covid_B2.0_126,COVID-19 vaccines offers no protection against reinfection,"['A recent study revealed that people earlier infected with the SARS-CoV-2 virus still benefit from vaccination against COVID-19, gaining 60% to 94% protection against reinfection', 'Vaccination provided protection against reinfection', 'vaccination provided up to 71% protection against reinfection', 'we find a significant vaccine effectiveness against SARS-CoV-2 reinfection', 'These findings demonstrate that vaccination provided additional protection against SARS-CoV-2 during each of the three waves of the pandemic, beyond those provided by natural immunity. ', 'Even though vaccination seems to protect to a lesser degree against reinfection with the Omicron variant']",F
Claims_Covid_B2.0_127,COVID-19 vaccine offers no protection against death,"['researchers believed that the study was too brief to assess whether the vaccine offers protection against serious consequences including hospitalisation and death.', 'An official said at a press conference that vaccination is still effective in preventing severe illness and death', 'many people have claimed that vaccinated people are now more likely to die from the virus than those who are unvaccinated, contradicting longstanding public health guidance. ', 'CMS and HHS officials have said repeatedly that being up-to-date on COVID vaccines reduces the chance of being hospitalized or dying from the virus.', 'According to the World Health Organization, Covid-19 vaccines are ""highly effective"" in preventing serious illness, hospitalisation and death,', 'The Pfizer-BioNTech COVID-19 vaccine limits transmission, hospitalization, and death from COVID-19 even among patients infected by variants of the virus']",F
Claims_Covid_B2.0_128,Maori over 40 half as likely to die from covid-19,"['Māori and Pacific people over the age of 40 will be able to book their second booster. Ministry of Health data showed those groups were twice as likely to die from the virus', 'The expanded rollout was based on recent data which showed Māori and Pacific populations were at greater risk of severe health outcomes in the event they contracted Covid-19.', 'Māori and Pacific have two- and three-times the hospitalisation rate compared to non-Māori, non-Pacific; and two- or three-times the death rate due to Covid.', 'However, older adults are uniquely vulnerable to COVID-related complications and death.', '“As we get older, especially over 65…our risk of severe disease or death goes up a lot, which is why it’s so important for those populations to get vaccinated,” ', 'CMS and HHS officials have said repeatedly that being up-to-date on COVID vaccines reduces the chance of being hospitalized or dying from the virus.']",F
Claims_Covid_B2.0_129,Pacific people over 40 half as likely to die from covid-19,"['Māori and Pacific people over the age of 40 will be able to book their second booster. Ministry of Health data showed those groups were twice as likely to die from the virus', 'The expanded rollout was based on recent data which showed Māori and Pacific populations were at greater risk of severe health outcomes in the event they contracted Covid-19.', 'Māori and Pacific have two- and three-times the hospitalisation rate compared to non-Māori, non-Pacific; and two- or three-times the death rate due to Covid.', 'However, older adults are uniquely vulnerable to COVID-related complications and death.', '“As we get older, especially over 65…our risk of severe disease or death goes up a lot, which is why it’s so important for those populations to get vaccinated,” ', 'CMS and HHS officials have said repeatedly that being up-to-date on COVID vaccines reduces the chance of being hospitalized or dying from the virus.']",F
Claims_Covid_B2.0_130,Global Rollout of covid-19 vaccine was well done,"['As successful as the COVID-19 vaccines have been in curbing the pandemic, their benefits haven’t been enjoyed equally by people around the globe.', 'Throughout the pandemic—and even now—vaccine development and distribution has been undeniably lopsided, skewed in favor of developed countries with the resources to create, test, manufacture, and distribute shots when the need arises. ', 'In the third year of pandemic, while nearly 70% of people worldwide have received at least one COVID-19 vaccine dose, in low-income countries, only 24% have.', 'In its latest report on the global vaccine market, which includes an assessment of vaccines against COVID-19 and a variety of infectious diseases, the World Health Organization (WHO) calls upon both governments and companies to reshape the vaccine market to equalize these discrepancies.', 'As successful as the COVID-19 vaccines have been in curbing the pandemic, their benefits haven’t been enjoyed equally by people around the globe.', 'Throughout the pandemic—and even now—vaccine development and distribution has been undeniably lopsided, skewed ']",F
Claims_Covid_B2.0_131,Ice Cube got a COVID vaccine,"['venting on a recent podcast interview that his refusal to get “the jab”', 'which was pulled after he refused to get “the jab.”', '“Those motherfuckers didn’t give it to me because I wouldn’t get the shot,”', '“The covid shot, the jab…I didn’t need it. I didn’t catch that shit at all. Nothing. Fuck them. I didn’t need that shit.”', 'Cube’s refusal to get vaccinated', 'Tisbury health agent Maura Valley notified The Times that the vaccination bus will return to Martha’s Vineyard Regional High School (MVRHS)']",F
Claims_Covid_B2.0_132,Moderna did not make a Covid-19 vaccine,"['Moderna and Pfizer-BioNTech Covid-19 mRNA vaccines', 'Moderna Covid-19 mRNA vaccine being administered to those from two to five years of age', 'this passage may potentially make it seem like the Moderna Covid-19 mRNA vaccine (labeled as mRNA-1273) has been responsible for a higher incidence of RSV infections', 'Drugmakers Pfizer-BioNTech and Moderna later introduced bivalent vaccines', 'regular Pfizer and Moderna COVID vaccines', 'Moderna vaccines']",F
Claims_Covid_B2.0_133,Pfizer-BioNTech did not make a Covid-19 vaccine,"['Moderna and Pfizer-BioNTech Covid-19 mRNA vaccines', 'third dose of the Pfizer-BioNTech Covid-19 mRNA vaccine', 'difference between those who got the Pfizer-BioNtech Covid-19 mRNA vaccine', 'Drugmakers Pfizer-BioNTech and Moderna later introduced bivalent vaccines', 'regular Pfizer and Moderna COVID vaccines', 'On Dec. 1 and Dec. 2 the AMFC will be offering the Pfizer vaccine and the flu vaccine to those who are 12 years old and older.']",F
Claims_Covid_B2.0_134,Giftcards weren't offered for receiving a vaccine,"['offering $75 gift cards to residents accepting a COVID booster, or in some cases getting their very first vaccine.', 'A second clinic with gift cards ', 'At Saturday’s clinic, that meant handing out $75 gift cards to Walmart, Stop and Shop or Cumberland Farms at anyone receiving a vaccine or booster.', 'Recipients could choose which gift cards they received.', '200 walk-in vaccination clinics across the state offering $75 gift cards to anyone who gets their shot through the holiday season.', 'Boston vaccine clinics from this summer that offered $75 as an incentive']",F
Claims_Covid_B2.0_135,Giftcards weren't offered for receiving a booster,"['offering $75 gift cards to residents accepting a COVID booster, or in some cases getting their very first vaccine.', 'A second clinic with gift cards ', 'At Saturday’s clinic, that meant handing out $75 gift cards to Walmart, Stop and Shop or Cumberland Farms at anyone receiving a vaccine or booster.', 'Recipients could choose which gift cards they received.', '200 walk-in vaccination clinics across the state offering $75 gift cards to anyone who gets their shot through the holiday season.', 'kids as young as 5 can get the new bivalent boosters — and they’re eligible for the Get Boosted clinics’ $75 gift cards, too. ']",F
Claims_Covid_B2.0_136,Canada will not mandate psychiatric medication for people refusing the vaccine,"['Canada will mandate psychiatric medication for people refusing the jab. This is false;', 'encourages physicians to discuss medication or therapy with patients who display anxious and avoidant behaviors -- including debilitating fear of needles -- rather than exempting them from vaccination.', '""Canada is going to mandate psychiatric medication for those that refuse mRNA injections or any kind of vaccination,"" ', 'Canada mandated psychiatric medication for unvaccinated patients, but saying that it was suggested by the CPSO is also misleading.', '""This has come out recently out of the College of Physicians and Surgeons of Ontario. The College sent out a letter or a memo to all the doctors in Ontario suggesting to them -- now so far they\'re not mandating it, they\'re just suggesting it -- that any of their unvaccinated patients, that they should consider that they have a mental problem and that they should be put on psychiatric medication.""', '""This false interpretation that is being disseminated has no basis in fact or reality.""']",T
Claims_Covid_B2.0_137,China used Western COVID-19 vaccines,"['But it still refuses to use Western mRNA vaccines to innoculate the population more quickly. ', ""China's hesitancy to use Western vaccine technology is contributing to the mass protests against its COVID-19 restrictions."", ""hesitancy to use Western vaccine technology may be hampering China's response to the pandemic"", 'Despite that, China is still refusing to approve and distribute Western vaccines to innoculate its citizens.', 'In lieu of the Western vaccines, which are based on mRNA, China has been relying on its own brand of jabs', 'Germany this week suggested China should use Western vaccines to speed up the process and protect the country from the virus']",F
Claims_Covid_B2.0_138,"China did not have ""zero-COVID"" policies","['As protests flare up in Chinese cities, the country\'s government has promised to accelerate the COVID-19 vaccine rollout to better protect its citizens from the virus and to pull back on unpopular ""zero COVID"" policies.', 'China\'s strict ""zero-COVID"" policies', 'Widespread protests across China over the government’s zero-COVID policy', 'China over the government’s zero-COVID policy ', 'As protests flare up in Chinese cities, the country\'s government has promised to accelerate the COVID-19 vaccine rollout to better protect its citizens from the virus and to pull back on unpopular ""zero COVID"" policies.', 'Public health experts told Insider that China\'s strict ""zero-COVID"" policies which require many people to show negative PCR tests when they want to go out in public aren\'t a long-term solution.']",F
Claims_Covid_B2.0_139,frontline health and care staff shouldn't get both COVID-19 and flu vaccines,"['vital that everyone eligible, particularly health and social care staff, get their flu and Covid vaccinations.', 'The flu and Covid vaccines are the best defence we have against them, so it is vital to make sure that you get both life-saving jabs to keep yourself, those you care for and your loved ones safe.', 'All frontline health and social care workers, including clinical and non-clinical staff, are now eligible for the Covid booster vaccine, and the flu vaccine should be offered by their employer. ', 'As health and social care professionals, it’s important to recognise that vaccinations offer the best protection against these viruses', 'we are urging all healthcare staff to do the same again this year by getting vaccinated against both COVID-19 and flu.', 'There are different variants of the flu virus that often change annually, which is why you should get the vaccine each year if you can. Immunity from COVID-19 (either from the vaccine or having had the virus) wanes over time so, for the best protection for yourself, your colleagues and your patients you will need another dose.']",F
Claims_Covid_B2.0_140,Pediatricians won't have to pay for COVID-19 vaccines once funding is stopped,"['Federal funding for COVID-19 vaccines is running out. The government has footed the bill since the vaccines became available in late 2020. Once it steps away, COVID vaccination will be privatized. Doctors will have to pay for the vaccine doses upfront and hope that they make their money back.', 'Since the federal government has been paying for the vaccine, Chung doesn’t lose any money from waste. But that will change when she has to start paying for the COVID vaccine upfront. ', 'A Pfizer spokesperson did, saying in an email that the company expects to have single-dose vials of COVID vaccine available early next year. Chung said that would help cut down on waste, but she would still have to pay for the vials upfront.', 'Like Chung, pediatrician Suzanne Berman in Crossville, Tennessee, won’t be able to keep giving COVID shots if she has to pay for them upfront. ', 'And some of the public clinics pediatricians are planning to send their patients to get federal COVID funding. Once that runs out, Levitt said some of them will probably stop giving COVID shots.', 'Dr. Permar, who is also the Nancy C. Paduano Professor in Pediatrics at Weill Cornell Medicine and pediatrician-in-chief at NewYork-Presbyterian Komansky Children’s Hospital. “We should take every opportunity to provide safe and effective vaccine immunity to our youngest patients,']",F
Claims_Covid_B2.0_141,Covid vaccine isn't linked to Bridget Kerr's death,"['Doctors who treated an elderly Longford woman who died following an unexplained series of seizures last year told an inquest it was possible that her death was linked to an adverse reaction to a Covid-19 vaccine.', 'However, two hospital consultants who treated the patient, Bridget Kerr (86), also stressed that it was not in their area of expertise to state definitively that a reaction to the Pfizer vaccine was an explanation for her death.', 'An inquest at Dublin District Coroner’s Court heard a post-mortem on the body of Ms Kerry, a mother of seven from Cooleeney, Dublin Road, Longford, was inconclusive in establishing the cause of her death.', 'Her family claim their mother only became unwell after receiving the Covid vaccine from her local GP two months earlier.', 'Another daughter, Breege Brady, said her mother had suffered “a rapid deterioration” that coincided with her being given the Pfizer vaccine and was unable to recognise her on March 14, 2021.', 'A consultant geriatrician at the Midlands Regional Hospital in Mullingar, Clare Fallon, admitted it was possible that an adverse reaction to the vaccine had caused the delirium which the patient suffered.']",F
Claims_Covid_B2.0_142,iNCOVACC is not a nasal Covid-19 vaccine,"['Nasal Covid-19 vaccine iNCOVACC', ""Hyderabad based biotechnology company Bharat Biotech has launched the world's first nasal Covid-19 vaccine."", ""iNCOVACC is the world's first intranasal vaccine for Covid to receive approval for a primary 2-dose schedule and heterologous booster dose, according to the statement."", 'Heterologous booster dose studies were conducted for safety and immunogenicity in 875 subjects with BBV154 intranasal vaccine, administered post 2 doses of the two commonly administered COvid-19 vaccines', 'Bharat Biotech’s intranasal COVID-19 vaccine', 'Yet, the development of an intranasal vaccine, a new vaccine platform for India, is welcome,']",F
Claims_Covid_B2.0_143,International Court of Justice ordered countries to keep their Covid-19 vaccine rollout,"['Social media users in Thailand falsely claim that the International Court of Justice has ordered all countries to stop administering Covid-19 vaccines over health concerns', 'The court does not have the power to tell countries to cease vaccinations, legal experts said, and has not handled any cases involving Covid-19 vaccination, as of November 29.', ""Lori F. Damrosch, a professor at New York's Columbia Law School, said the International Court of Justice (ICJ) cannot order countries to stop vaccination."", '""Only States can bring cases to the ICJ, and only by virtue of the consent of both States parties to the case,"" she told AFP. ""Without having consented, a State cannot be sued at the ICJ. No judgment or order could be issued against a non-consenting State.""', ""Furthermore, lists of the court's past and pending cases -- which include allegations of genocide in Ukraine and a dispute over the United States embassy's relocation to Jerusalem -- does not show any cases related to Covid-19 vaccination, as of November 29."", 'China is reported to be developing its own mRNA vaccines,']",T
Claims_Covid_B2.0_144,Medline Industries fired people for getting a covid-19 vaccine,"['People fired by Medline Industries last year for declining to get a COVID-19 vaccine have filed civil rights lawsuits against the Northfield-based medical supply company.', 'Erica Ann Probst, a Columbus, Ohio-based attorney representing more than two dozen ex-Medline employees who were terminated as a result of its vaccine mandate.', 'Medline issued a vaccine mandate in August 2021 to all its employees who interacted with its customers, giving them about two months to get vaccinated or lose their jobs.', 'Probst said salespeople who worked remotely throughout the pandemic were required to get vaccinated, while drivers who delivered directly to facilities were exempted from the mandate.', 'Instead, [Medline] utilized the religious and medical accommodations to mass terminate unvaccinated employees.', 'Ross Kuns, of Georgetown, Texas, was an acute care sales representative who first started working for Medline more than two decades ago. Three weeks before the vaccination deadline, he told Medline human resources representatives he had ""sincerely held religious beliefs that prevented him from receiving a COVID-19 vaccine."" A little over a week later, the request was denied, and Kuns was terminated.']",F
Claims_Covid_B2.0_145,Died Suddenly is an pro-vaccine movie,"['The new anti-vaccine movie ""Died Suddenly"" ', 'The new film, released Nov. 21, revives several debunked claims and repackages them to allege that COVID-19 vaccines are part of a depopulation scheme by global elites who want to establish a global regime.', 'A woman featured in the film who said she’d been embalming bodies for more than a decade described long, allegedly abnormal clots and concluded, ""I have never seen anything like this until the vaccination."" An anonymous narrator said, ""We know something different is going on. We don’t know exactly what\'s going on. But the timing of it is just hand in hand — we’re connecting dots here. And it certainly appears that there’s some relationship to the vaccines and these obstructions that we’re seeing."" ', 'The ""evidence"" in the film quickly falls apart under scrutiny, she said. For example, the movie showed video clips of people who collapsed or died unexpectedly and implied those people died because of COVID-19 vaccines.', 'McCarthy said the film also relies heavily on statements from one embalmer to promote its core claim that the vaccines are causing abnormal blood clots. That embalmer, Richard Hirschman, has promoted his baseless claims about clots and COVID-19 vaccines', 'Died Suddenly also included footage presented as ""evidence"" that couldn’t possibly have been linked to COVID-19 vaccines. ']",F
Claims_Covid_B2.0_146,Johnson & Johnson did not make a Covid-19 vaccine,"['Johnson & Johnson’s vaccine', ""Adults who've been vaccinated against COVID-19 -- but haven't yet received any booster -- can get a dose of Novavax as their booster. It doesn't matter which vaccine you originally received -- Pfizer, Moderna, Johnson & Johnson or Novavax"", 'Johnson & Johnson vaccine', 'Johnson & Johnson vaccine was available', 'Only about 3% of the vaccine doses administered in the U.S. have been from Johnson & Johnson', 'At the time that the study was conducted, only the Johnson & Johnson vaccine was available']",F
Claims_Covid_B2.0_147,US Military did not have a vaccine mandate,"['Defense Secretary Lloyd Austin said he wants to keep the military’s COVID-19 vaccine mandate', 'This past week more than 20 Republican governors sent a letter to President Joe Biden asking that the administration remove the mandate, saying it has hurt the U.S. National Guard’s ability to recruit troops.', 'Congress may consider legislation this coming week to end the mandate as a requirement to gather enough support to pass this years’ defense budget', '“I’m the guy” who ordered the military to require the vaccine, Austin added. “I support continuation of vaccinating the troops.”', 'Last year Austin directed that all troops get the vaccine or face potential expulsion from the military;', 'thousands of active duty forces have been discharged since then for their refusal to get the shots.']",F
Claims_Covid_B2.0_148,A combined COVID-flu vaccine is not being developed,"['Pfizer-BioNTech and Moderna are currently developing and testing various ""combined"" vaccines', 'The combination shots are possible thanks to advances in mRNA technology', 'That gives us this opportunity to say, if you could create a universal flu vaccine, why not create that together with the COVID booster?', 'Interest in creating effective combinatory vaccines couldn\'t be higher as the U.S. heads into a ""tripledemic,"" ', ""This way both flu and COVID vaccines will be widely disseminated because now you're only getting one injection instead of two, Amiji says."", 'Both Moderna and Pfizer have tailored their production timelines such that their combination vaccines, ']",F
Claims_Covid_B2.0_149,A universal flu vaccine is not being developed,"['universal mRNA flu vaccine that in theory would inoculate against all 20 known strains and subtypes of flu. ', ""They're developing specifically an mRNA flu vaccine, which would be one vaccine that wouldn't necessarily need to change year-to-year, Amiji says of the experimental universal flu shot."", 'That gives us this opportunity to say, if you could create a universal flu vaccine, ', 'But with the flu, again relying on this universal flu mRNA vaccine,', 'indicating that researchers could be a step closer to unlocking a universal flu vaccine', ""While the universal flu vaccine wouldn't eliminate seasonal flu cases,""]",F
Claims_Covid_B2.0_150,Clinics weren't held to receive both the COVID-19 vaccine and the flu shot,"['An Influenza and COVID Bivalent Booster Vaccine Clinic', 'Reservations are needed for both the COVID and Flu Vaccines', 'Locals can receive both the Influenza and COVID vaccines at the same time. ', 'On Tuesday, Nov. 28, the city and Medicine Man offered a clinic from 4-7 p.m. Residents can get the seasonal flu vaccine and/or the updated Pfizer and Moderna COVID-19 boosters at 605 Jackson St.', 'Flu And COVID Vaccine Clinic Schedule: Next 2 Tuesdays', 'Moderna (age 6 months through 5 years) and Pfizer (age 6 months and older), including updated Pfizer bivalent boosters. Flu shots are also available as long as one resident registers to receive the COVID-19 vaccine. ']",F
Claims_Covid_B2.0_151,China had a high vaccination rate,"['A low vaccination rate is one of the biggest obstacles to ending curbs that have confined millions of people to their homes, depressed the economy and kept most visitors out of China', 'Chinese officials on Tuesday said about 66% of adults over age 80 have received their primary vaccination series. ', 'like mainland China — cemented a formidable zero-covid strategy early in the pandemic, enjoying few cases despite relatively low vaccination rates among the elderly.', 'Low vaccination rates among older people are one of the hurdles to easing the zero-Covid policy,', '“the result of a low uptake means more pressure on the healthcare delivery system', 'A low vaccination rate is one of the biggest obstacles to ending curbs that have confined millions of people to their homes, depressed the economy and kept most visitors out of China.']",F
Claims_Covid_B2.0_152,"A tripledemic of covid, flu and RSV will benefit the world","['This year’s holiday season is arriving right in the midst of an unwelcome “tripledemic” of COVID-19, the flu and respiratory syncytial virus (RSV), straining hospitals nationwide.', 'NPR reports that even though COVID cases are much lower than they were last winter, case counts are ticking up nationwide, and nearly 3,000 Americans are dying each week. Meanwhile, other respiratory viruses like the flu and RSV have surged this fall.', 'Children are battling the flu, RSV and Covid during the approaching winter season – a phenomenon known as a “tripledemic.”', 'seeing an influx of young children getting sick with different viruses including RSV, flu and COVID-19 ', 'There’s a triple threat of Covid, a bad flu season, and RSV causing record numbers of children to be brought to hospitals with breathing problems, fevers and other symptoms.', 'As cases of flu, RSV, and COVID rise nationally']",F
